H 0.6000
HO 0.0000
HS 0.6000
HC 1.4870
H1 1.3870
H2 1.2870
H3 1.1870
HP 1.1000
HA 1.4590
H4 1.4090
H5 1.3590
HW 0.0000
O 1.6612
O2 1.6612
OW 1.7683
OH 1.7210
OS 1.6837
CT 1.9080
CA 1.9080
CM 1.9080
C 1.9080
C* 1.9080
CB 1.9080
CC 1.9080
CN 1.9080
CR 1.9080
CV 1.9080
CW 1.9080
N 1.8240
N2 1.8240
N3 1.8240
NA 1.8240
NB 1.8240
S 2.0000
SH 2.0000
P 2.1000
IM 2.47
Li 1.1370
IP 1.8680
K 2.6580
Rb 2.9560
Cs 3.3950
I 2.35
F 1.75
IB 5.0
