120.;240.;360.;?;ALA;GLY
-560.000000;-540.000000;-520.000000;-500.000000;-420.000000;-400.000000;-380.000000;-360.000000;-340.000000;-320.000000;-300.000000;-280.000000;-260.000000;-240.000000;-220.000000;-200.000000;-180.000000;-160.000000;-140.000000;-60.000000;-40.000000;-20.000000;0.000000;20.000000;40.000000;60.000000;80.000000;100.000000;120.000000;140.000000;160.000000;180.000000;200.000000;220.000000;300.000000;320.000000;340.000000;360.000000;380.000000;400.000000;420.000000;440.000000;460.000000;480.000000;500.000000;520.000000;540.000000
-2.065640;-2.608170;-2.828349;-5.488019;2.993308;1.980110;2.592133;3.274740;3.188134;3.031850;1.674083;5.553521;1.783874;0.697070;-1.156787;-2.065640;-2.608170;-2.828349;-5.488019;2.993308;1.980110;2.592133;3.274740;3.188134;3.031850;1.674083;5.553521;1.783874;0.697070;-1.156787;-2.065640;-2.608170;-2.828349;-5.488019;2.993308;1.980110;2.592133;3.274740;3.188134;3.031850;1.674083;5.553521;1.783874;0.697070;-1.156787;-2.065640;-2.608170
-560.000000;-540.000000;-520.000000;-500.000000;-480.000000;-440.000000;-420.000000;-400.000000;-380.000000;-360.000000;-340.000000;-320.000000;-300.000000;-280.000000;-260.000000;-240.000000;-220.000000;-200.000000;-180.000000;-160.000000;-140.000000;-120.000000;-80.000000;-60.000000;-40.000000;-20.000000;0.000000;20.000000;40.000000;60.000000;80.000000;100.000000;120.000000;140.000000;160.000000;180.000000;200.000000;220.000000;240.000000;280.000000;300.000000;320.000000;340.000000;360.000000;380.000000;400.000000;420.000000;440.000000;460.000000;480.000000;500.000000;520.000000;540.000000
0.661167;-1.257099;-3.918089;-6.154856;-6.154856;0.920776;0.933986;1.094138;1.415864;1.015091;1.006818;1.211335;2.540231;1.423164;3.256584;3.057102;2.420773;0.661167;-1.257099;-3.918089;-6.154856;-6.154856;0.920776;0.933986;1.094138;1.415864;1.015091;1.006818;1.211335;2.540231;1.423164;3.256584;3.057102;2.420773;0.661167;-1.257099;-3.918089;-6.154856;-6.154856;0.920776;0.933986;1.094138;1.415864;1.015091;1.006818;1.211335;2.540231;1.423164;3.256584;3.057102;2.420773;0.661167;-1.257099
-560.000000;-540.000000;-520.000000;-480.000000;-460.000000;-440.000000;-420.000000;-400.000000;-380.000000;-360.000000;-340.000000;-320.000000;-300.000000;-280.000000;-260.000000;-240.000000;-220.000000;-200.000000;-180.000000;-160.000000;-120.000000;-100.000000;-80.000000;-60.000000;-40.000000;-20.000000;0.000000;20.000000;40.000000;60.000000;80.000000;100.000000;120.000000;140.000000;160.000000;180.000000;200.000000;240.000000;260.000000;280.000000;300.000000;320.000000;340.000000;360.000000;380.000000;400.000000;420.000000;440.000000;460.000000;480.000000;500.000000;520.000000;540.000000
-1.250701;-1.702138;-1.028115;6.562828;6.562828;2.588218;0.848696;1.068954;1.643955;2.714183;3.220726;2.379383;1.551590;0.899757;1.073028;0.837253;-0.168017;-1.250701;-1.702138;-1.028115;6.562828;6.562828;2.588218;0.848696;1.068954;1.643955;2.714183;3.220726;2.379383;1.551590;0.899757;1.073028;0.837253;-0.168017;-1.250701;-1.702138;-1.028115;6.562828;6.562828;2.588218;0.848696;1.068954;1.643955;2.714183;3.220726;2.379383;1.551590;0.899757;1.073028;0.837253;-0.168017;-1.250701;-1.702138
-560.000000;-540.000000;-420.000000;-400.000000;-380.000000;-360.000000;-340.000000;-240.000000;-220.000000;-200.000000;-180.000000;-60.000000;-40.000000;-20.000000;0.000000;20.000000;120.000000;140.000000;160.000000;180.000000;300.000000;320.000000;340.000000;360.000000;380.000000;480.000000;500.000000;520.000000
-3.204724;-5.272236;2.001491;2.001491;-0.219683;1.691774;3.603230;1.223253;-0.134436;-3.204724;-5.272236;2.001491;2.001491;-0.219683;1.691774;3.603230;1.223253;-0.134436;-3.204724;-5.272236;2.001491;2.001491;-0.219683;1.691774;3.603230;1.223253;-0.134436;-3.204724
-560.000000;-540.000000;-520.000000;-500.000000;-460.000000;-440.000000;-420.000000;-400.000000;-380.000000;-360.000000;-340.000000;-320.000000;-300.000000;-280.000000;-260.000000;-240.000000;-220.000000;-200.000000;-180.000000;-160.000000;-140.000000;-100.000000;-80.000000;-60.000000;-40.000000;-20.000000;0.000000;20.000000;40.000000;60.000000;80.000000;100.000000;120.000000;140.000000;160.000000;180.000000;200.000000;220.000000;260.000000;280.000000;300.000000;320.000000;340.000000;360.000000;380.000000;400.000000;420.000000;440.000000;460.000000;480.000000;500.000000;520.000000;540.000000
-0.845307;-1.173262;-4.920116;-4.920116;2.366876;-1.479275;-0.881726;-0.380673;0.179431;1.023278;3.975057;5.603814;5.979973;1.484164;-0.011376;1.472164;0.405624;-0.845307;-1.173262;-4.920116;-4.920116;2.366876;-1.479275;-0.881726;-0.380673;0.179431;1.023278;3.975057;5.603814;5.979973;1.484164;-0.011376;1.472164;0.405624;-0.845307;-1.173262;-4.920116;-4.920116;2.366876;-1.479275;-0.881726;-0.380673;0.179431;1.023278;3.975057;5.603814;5.979973;1.484164;-0.011376;1.472164;0.405624;-0.845307;-1.173262
-560.000000;-540.000000;-520.000000;-500.000000;-480.000000;-440.000000;-420.000000;-400.000000;-380.000000;-360.000000;-340.000000;-320.000000;-300.000000;-280.000000;-260.000000;-240.000000;-220.000000;-200.000000;-180.000000;-160.000000;-140.000000;-120.000000;-80.000000;-60.000000;-40.000000;-20.000000;0.000000;20.000000;40.000000;60.000000;80.000000;100.000000;120.000000;140.000000;160.000000;180.000000;200.000000;220.000000;240.000000;280.000000;300.000000;320.000000;340.000000;360.000000;380.000000;400.000000;420.000000;440.000000;460.000000;480.000000;500.000000;520.000000;540.000000
-2.693250;-3.067102;-2.134589;-0.146053;1.884770;0.718791;2.634096;1.761468;1.951049;2.466106;2.749589;2.452554;-0.034144;2.276722;2.496701;1.205435;-0.704226;-2.693250;-3.067102;-2.134589;-0.146053;1.884770;0.718791;2.634096;1.761468;1.951049;2.466106;2.749589;2.452554;-0.034144;2.276722;2.496701;1.205435;-0.704226;-2.693250;-3.067102;-2.134589;-0.146053;1.884770;0.718791;2.634096;1.761468;1.951049;2.466106;2.749589;2.452554;-0.034144;2.276722;2.496701;1.205435;-0.704226;-2.693250;-3.067102
