0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
0.000000 -4.186641 -4.877710 -4.854724 -4.795914 -4.513381 -4.982563 -5.107975 -4.380813 -4.186641 -4.877710 -4.854724 -4.795914 -4.513381 -4.982563 -5.107975 -4.380813 -4.186641 -4.877710 -4.854724 -4.795914 -4.513381 -4.982563 -5.107975 -4.380813 
0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
0.000000 -4.827141 -4.969157 -4.392544 -4.309237 -4.716744 -4.721002 -4.609411 -4.795990 -4.827141 -4.969157 -4.392544 -4.309237 -4.716744 -4.721002 -4.609411 -4.795990 -4.827141 -4.969157 -4.392544 -4.309237 -4.716744 -4.721002 -4.609411 -4.795990 
0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
0.000000 -4.846317 -4.948195 -4.359559 -4.296257 -4.710955 -4.783562 -4.658811 -4.803627 -4.846317 -4.948195 -4.359559 -4.296257 -4.710955 -4.783562 -4.658811 -4.803627 -4.846317 -4.948195 -4.359559 -4.296257 -4.710955 -4.783562 -4.658811 -4.803627 
0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
0.000000 -4.939097 -4.876841 -4.259425 -4.252003 -4.693715 -4.777151 -4.654455 -4.765973 -4.939097 -4.876841 -4.259425 -4.252003 -4.693715 -4.777151 -4.654455 -4.765973 -4.939097 -4.876841 -4.259425 -4.252003 -4.693715 -4.777151 -4.654455 -4.765973 
0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
0.000000 -4.194858 -4.776211 -4.874041 -4.835647 -4.431887 -5.064124 -5.208071 -4.373654 -4.194858 -4.776211 -4.874041 -4.835647 -4.431887 -5.064124 -5.208071 -4.373654 -4.194858 -4.776211 -4.874041 -4.835647 -4.431887 -5.064124 -5.208071 -4.373654 
0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
0.000000 -4.837964 -4.956468 -4.372382 -4.301369 -4.713206 -4.763915 -4.643175 -4.801394 -4.837964 -4.956468 -4.372382 -4.301369 -4.713206 -4.763915 -4.643175 -4.801394 -4.837964 -4.956468 -4.372382 -4.301369 -4.713206 -4.763915 -4.643175 -4.801394 
0.000000 -560.000000 -420.000000 -400.000000 -380.000000 -360.000000 -260.000000 -240.000000 -220.000000 -200.000000 -60.000000 -40.000000 -20.000000 0.000000 100.000000 120.000000 140.000000 160.000000 300.000000 320.000000 340.000000 360.000000 460.000000 480.000000 500.000000 
