1;-;1;2;-;30000
0.000000;1.399165;1.512697;1.626228;1.739760;1.853292;1.966823;2.080355;2.193886;2.307418;2.420949;2.534481;2.648013;2.761544;2.875076;2.988607;3.102139;3.215671;3.329202;3.442734
0.000000;0.126398
0.000000;0.000000
0.000000;0.394473
0.000000;1.020417
0.000000;1.828162
0.000000;1.022277
0.000000;1.052021
0.000000;0.822690
0.000000;0.603961
0.000000;0.573167
0.000000;0.144769
0.000000;0.762918
0.000000;-0.215685
0.000000;-0.742196
0.000000;0.228407
0.000000;0.436810
0.000000;0.779012
0.000000;-2.516036
0.000000;-0.912924
0.000000;2.306463
