0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.163742 -0.008796 -0.036970 0.097616 0.215062 0.208560 0.210951 0.071437 0.094070 0.108778 0.163742 -0.008796 -0.036970 0.097616 0.215062 0.208560 0.210951 0.071437 0.094070 0.108778 0.163742 -0.008796 -0.036970 0.097616 0.215062 0.208560 0.210951 0.071437 0.094070 0.108778 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.035584 -0.029353 -0.097040 -0.058291 0.006353 -0.006642 -0.004193 -0.019596 0.012284 0.030297 0.035584 -0.029353 -0.097040 -0.058291 0.006353 -0.006642 -0.004193 -0.019596 0.012284 0.030297 0.035584 -0.029353 -0.097040 -0.058291 0.006353 -0.006642 -0.004193 -0.019596 0.012284 0.030297 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.040538 0.056655 -0.025754 -0.027386 0.011078 -0.005605 -0.002432 -0.024825 0.009231 0.027226 0.040538 0.056655 -0.025754 -0.027386 0.011078 -0.005605 -0.002432 -0.024825 0.009231 0.027226 0.040538 0.056655 -0.025754 -0.027386 0.011078 -0.005605 -0.002432 -0.024825 0.009231 0.027226 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.019358 0.078160 -0.007234 -0.016707 0.013361 -0.005112 -0.001455 -0.023147 0.006513 0.021564 0.019358 0.078160 -0.007234 -0.016707 0.013361 -0.005112 -0.001455 -0.023147 0.006513 0.021564 0.019358 0.078160 -0.007234 -0.016707 0.013361 -0.005112 -0.001455 -0.023147 0.006513 0.021564 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.007511 0.081651 -0.005023 -0.012588 0.014585 -0.005080 -0.000888 -0.017822 0.004054 0.014843 0.007511 0.081651 -0.005023 -0.012588 0.014585 -0.005080 -0.000888 -0.017822 0.004054 0.014843 0.007511 0.081651 -0.005023 -0.012588 0.014585 -0.005080 -0.000888 -0.017822 0.004054 0.014843 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.003716 0.082513 -0.006022 -0.010229 0.015465 -0.005177 -0.000283 -0.011613 0.002221 0.008939 0.003716 0.082513 -0.006022 -0.010229 0.015465 -0.005177 -0.000283 -0.011613 0.002221 0.008939 0.003716 0.082513 -0.006022 -0.010229 0.015465 -0.005177 -0.000283 -0.011613 0.002221 0.008939 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -300.000000 -280.000000 -260.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 60.000000 80.000000 100.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 420.000000 440.000000 460.000000 
0.000000 0.002944 0.083844 -0.007263 -0.008650 0.016161 -0.005296 0.000469 -0.006282 0.000916 0.004515 0.002944 0.083844 -0.007263 -0.008650 0.016161 -0.005296 0.000469 -0.006282 0.000916 0.004515 0.002944 0.083844 -0.007263 -0.008650 0.016161 -0.005296 0.000469 -0.006282 0.000916 0.004515 
