0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 540.000000 
0.000000 -0.284402 -0.427868 0.660887 1.069195 1.364847 -0.042825 -0.026761 -0.314914 0.391981 0.491433 -0.440945 -0.450640 0.209086 -0.284402 -0.427868 0.660887 1.069195 1.364847 -0.042825 -0.026761 -0.314914 0.391981 0.491433 -0.440945 -0.450640 0.209086 -0.284402 -0.427868 0.660887 1.069195 1.364847 -0.042825 -0.026761 -0.314914 0.391981 0.491433 -0.440945 -0.450640 0.209086 -0.284402 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 540.000000 
0.000000 -0.326923 -0.043841 0.028111 0.033313 -0.017043 0.009739 0.006653 -0.211768 -0.162908 -0.051770 0.114249 0.256076 -0.298381 -0.326923 -0.043841 0.028111 0.033313 -0.017043 0.009739 0.006653 -0.211768 -0.162908 -0.051770 0.114249 0.256076 -0.298381 -0.326923 -0.043841 0.028111 0.033313 -0.017043 0.009739 0.006653 -0.211768 -0.162908 -0.051770 0.114249 0.256076 -0.298381 -0.326923 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 540.000000 
0.000000 -0.575688 -0.050150 0.114499 0.083033 -0.001733 0.026891 0.042388 -0.274648 -0.233692 0.076722 0.200825 0.316788 -0.378728 -0.575688 -0.050150 0.114499 0.083033 -0.001733 0.026891 0.042388 -0.274648 -0.233692 0.076722 0.200825 0.316788 -0.378728 -0.575688 -0.050150 0.114499 0.083033 -0.001733 0.026891 0.042388 -0.274648 -0.233692 0.076722 0.200825 0.316788 -0.378728 -0.575688 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 540.000000 
0.000000 -0.321317 -0.162403 -0.024054 -0.168314 -0.165644 -0.054962 -0.049718 -0.040800 0.107015 0.157841 0.117790 0.054374 0.038651 -0.321317 -0.162403 -0.024054 -0.168314 -0.165644 -0.054962 -0.049718 -0.040800 0.107015 0.157841 0.117790 0.054374 0.038651 -0.321317 -0.162403 -0.024054 -0.168314 -0.165644 -0.054962 -0.049718 -0.040800 0.107015 0.157841 0.117790 0.054374 0.038651 -0.321317 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 540.000000 
0.000000 -0.283509 -0.136391 -0.019943 -0.166733 -0.164908 -0.052787 -0.047768 -0.046317 0.119114 0.165994 0.117312 0.072289 0.073885 -0.283509 -0.136391 -0.019943 -0.166733 -0.164908 -0.052787 -0.047768 -0.046317 0.119114 0.165994 0.117312 0.072289 0.073885 -0.283509 -0.136391 -0.019943 -0.166733 -0.164908 -0.052787 -0.047768 -0.046317 0.119114 0.165994 0.117312 0.072289 0.073885 -0.283509 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 540.000000 
