0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 540.000000 
0.000000 1.552215 4.776499 0.917510 0.896009 0.011923 -0.538213 -0.665515 -0.622033 0.090715 -2.029620 -1.787852 -1.785427 1.552215 4.776499 0.917510 0.896009 0.011923 -0.538213 -0.665515 -0.622033 0.090715 -2.029620 -1.787852 -1.785427 1.552215 4.776499 0.917510 0.896009 0.011923 -0.538213 -0.665515 -0.622033 0.090715 -2.029620 -1.787852 -1.785427 1.552215 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 540.000000 
0.000000 1.451548 3.811128 0.889178 0.478350 -0.150015 -0.487933 -0.670625 -0.348166 -0.100654 -2.299040 -2.256117 -2.266038 1.451548 3.811128 0.889178 0.478350 -0.150015 -0.487933 -0.670625 -0.348166 -0.100654 -2.299040 -2.256117 -2.266038 1.451548 3.811128 0.889178 0.478350 -0.150015 -0.487933 -0.670625 -0.348166 -0.100654 -2.299040 -2.256117 -2.266038 1.451548 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 540.000000 
0.000000 1.617092 5.238509 1.184491 1.029288 0.073194 -0.563126 -0.662060 -0.692686 0.171870 -1.873013 -1.641119 -1.648913 1.617092 5.238509 1.184491 1.029288 0.073194 -0.563126 -0.662060 -0.692686 0.171870 -1.873013 -1.641119 -1.648913 1.617092 5.238509 1.184491 1.029288 0.073194 -0.563126 -0.662060 -0.692686 0.171870 -1.873013 -1.641119 -1.648913 1.617092 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 540.000000 
0.000000 1.760361 6.003298 1.963172 1.068728 0.142303 -0.557336 -0.633209 -0.690457 0.271702 -1.561571 -1.628341 -1.678841 1.760361 6.003298 1.963172 1.068728 0.142303 -0.557336 -0.633209 -0.690457 0.271702 -1.561571 -1.628341 -1.678841 1.760361 6.003298 1.963172 1.068728 0.142303 -0.557336 -0.633209 -0.690457 0.271702 -1.561571 -1.628341 -1.678841 1.760361 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 540.000000 
0.000000 1.950597 6.675681 2.089697 0.933224 0.163286 -0.492795 -0.567894 -0.651294 0.282825 -1.206438 -1.877698 -1.957580 1.950597 6.675681 2.089697 0.933224 0.163286 -0.492795 -0.567894 -0.651294 0.282825 -1.206438 -1.877698 -1.957580 1.950597 6.675681 2.089697 0.933224 0.163286 -0.492795 -0.567894 -0.651294 0.282825 -1.206438 -1.877698 -1.957580 1.950597 
