0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 540.000000 
0.000000 0.076043 -0.659857 0.005142 0.113834 0.063028 -0.031345 -0.052915 -0.014594 0.275118 0.457958 0.076043 -0.659857 0.005142 0.113834 0.063028 -0.031345 -0.052915 -0.014594 0.275118 0.457958 0.076043 -0.659857 0.005142 0.113834 0.063028 -0.031345 -0.052915 -0.014594 0.275118 0.457958 0.076043 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 540.000000 
0.000000 0.044663 -0.550368 0.009721 0.105686 0.064963 -0.041442 -0.103218 0.073261 0.298156 0.450049 0.044663 -0.550368 0.009721 0.105686 0.064963 -0.041442 -0.103218 0.073261 0.298156 0.450049 0.044663 -0.550368 0.009721 0.105686 0.064963 -0.041442 -0.103218 0.073261 0.298156 0.450049 0.044663 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 540.000000 
0.000000 0.092498 -0.717854 0.002061 0.111947 0.055319 -0.028986 -0.033766 -0.041465 0.263824 0.457641 0.092498 -0.717854 0.002061 0.111947 0.055319 -0.028986 -0.033766 -0.041465 0.263824 0.457641 0.092498 -0.717854 0.002061 0.111947 0.055319 -0.028986 -0.033766 -0.041465 0.263824 0.457641 0.092498 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 540.000000 
0.000000 0.122578 -0.824317 -0.003038 0.091957 0.027051 -0.030995 -0.029930 -0.052074 0.244276 0.448965 0.122578 -0.824317 -0.003038 0.091957 0.027051 -0.030995 -0.029930 -0.052074 0.244276 0.448965 0.122578 -0.824317 -0.003038 0.091957 0.027051 -0.030995 -0.029930 -0.052074 0.244276 0.448965 0.122578 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 540.000000 
0.000000 0.153702 -0.934005 -0.004602 0.048555 -0.005631 -0.025334 -0.043802 -0.048719 0.225095 0.427852 0.153702 -0.934005 -0.004602 0.048555 -0.005631 -0.025334 -0.043802 -0.048719 0.225095 0.427852 0.153702 -0.934005 -0.004602 0.048555 -0.005631 -0.025334 -0.043802 -0.048719 0.225095 0.427852 0.153702 
0.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 540.000000 
0.000000 0.150145 -0.921548 -0.004671 0.054352 -0.001641 -0.026524 -0.042393 -0.048521 0.227254 0.430970 0.150145 -0.921548 -0.004671 0.054352 -0.001641 -0.026524 -0.042393 -0.048521 0.227254 0.430970 0.150145 -0.921548 -0.004671 0.054352 -0.001641 -0.026524 -0.042393 -0.048521 0.227254 0.430970 0.150145 
