0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.038369 -0.209992 -0.156540 -0.008789 0.008388 -0.039925 0.034552 -0.038369 -0.209992 -0.156540 -0.008789 0.008388 -0.039925 0.034552 -0.038369 -0.209992 -0.156540 -0.008789 0.008388 -0.039925 0.034552 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 0.056666 0.058413 0.044717 0.006302 -0.060248 -0.042024 0.084360 0.056666 0.058413 0.044717 0.006302 -0.060248 -0.042024 0.084360 0.056666 0.058413 0.044717 0.006302 -0.060248 -0.042024 0.084360 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 0.044629 -0.010334 0.025267 0.009881 -0.057716 -0.046971 0.075407 0.044629 -0.010334 0.025267 0.009881 -0.057716 -0.046971 0.075407 0.044629 -0.010334 0.025267 0.009881 -0.057716 -0.046971 0.075407 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 0.045553 -0.004894 0.026881 0.009637 -0.057901 -0.046808 0.075834 0.045553 -0.004894 0.026881 0.009637 -0.057901 -0.046808 0.075834 0.045553 -0.004894 0.026881 0.009637 -0.057901 -0.046808 0.075834 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.037940 -0.221103 -0.144486 -0.005086 0.025005 0.001747 0.057295 -0.037940 -0.221103 -0.144486 -0.005086 0.025005 0.001747 0.057295 -0.037940 -0.221103 -0.144486 -0.005086 0.025005 0.001747 0.057295 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.036816 -0.226653 -0.136506 -0.002517 0.035298 0.024562 0.068864 -0.036816 -0.226653 -0.136506 -0.002517 0.035298 0.024562 0.068864 -0.036816 -0.226653 -0.136506 -0.002517 0.035298 0.024562 0.068864 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.021361 -0.158491 -0.172015 -0.007962 0.000983 -0.173447 -0.073269 -0.021361 -0.158491 -0.172015 -0.007962 0.000983 -0.173447 -0.073269 -0.021361 -0.158491 -0.172015 -0.007962 0.000983 -0.173447 -0.073269 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.017422 -0.150765 -0.169314 -0.006009 0.005576 -0.185618 -0.088187 -0.017422 -0.150765 -0.169314 -0.006009 0.005576 -0.185618 -0.088187 -0.017422 -0.150765 -0.169314 -0.006009 0.005576 -0.185618 -0.088187 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.038062 -0.205919 -0.160007 -0.009754 0.003642 -0.054032 0.026212 -0.038062 -0.205919 -0.160007 -0.009754 0.003642 -0.054032 0.026212 -0.038062 -0.205919 -0.160007 -0.009754 0.003642 -0.054032 0.026212 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 0.042792 -0.021134 0.022025 0.010351 -0.057301 -0.047146 0.074677 0.042792 -0.021134 0.022025 0.010351 -0.057301 -0.047146 0.074677 0.042792 -0.021134 0.022025 0.010351 -0.057301 -0.047146 0.074677 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
0.000000 -0.008682 -0.133614 -0.159273 -0.000856 0.015251 -0.206941 -0.118108 -0.008682 -0.133614 -0.159273 -0.000856 0.015251 -0.206941 -0.118108 -0.008682 -0.133614 -0.159273 -0.000856 0.015251 -0.206941 -0.118108 
0.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 
