0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.080314 -0.357850 0.460343 -0.215855 0.342185 1.149923 2.225659 2.565237 2.737501 3.301930 1.971327 1.219070 0.399497 0.221358 0.429000 1.078672 1.080314 -0.357850 0.460343 -0.215855 0.342185 1.149923 2.225659 2.565237 2.737501 3.301930 1.971327 1.219070 0.399497 0.221358 0.429000 1.078672 1.080314 -0.357850 0.460343 -0.215855 0.342185 1.149923 2.225659 2.565237 2.737501 3.301930 1.971327 1.219070 0.399497 0.221358 0.429000 1.078672 1.080314 -0.357850 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.031194 -0.439425 0.536348 -0.210371 0.303001 0.907178 1.738303 2.192908 2.393513 3.178123 1.735959 0.978549 0.461074 0.240362 0.349883 1.029376 1.031194 -0.439425 0.536348 -0.210371 0.303001 0.907178 1.738303 2.192908 2.393513 3.178123 1.735959 0.978549 0.461074 0.240362 0.349883 1.029376 1.031194 -0.439425 0.536348 -0.210371 0.303001 0.907178 1.738303 2.192908 2.393513 3.178123 1.735959 0.978549 0.461074 0.240362 0.349883 1.029376 1.031194 -0.439425 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.094986 -0.315903 0.481403 0.047700 0.527702 1.320243 2.416746 2.706326 2.876748 3.360873 2.044137 1.312396 0.344489 0.268987 0.488115 1.098370 1.094986 -0.315903 0.481403 0.047700 0.527702 1.320243 2.416746 2.706326 2.876748 3.360873 2.044137 1.312396 0.344489 0.268987 0.488115 1.098370 1.094986 -0.315903 0.481403 0.047700 0.527702 1.320243 2.416746 2.706326 2.876748 3.360873 2.044137 1.312396 0.344489 0.268987 0.488115 1.098370 1.094986 -0.315903 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.098698 -0.240877 0.574092 0.900647 1.125452 1.689543 2.651707 2.846971 3.017981 3.459653 2.093318 1.370812 0.220149 0.428727 0.607998 1.108277 1.098698 -0.240877 0.574092 0.900647 1.125452 1.689543 2.651707 2.846971 3.017981 3.459653 2.093318 1.370812 0.220149 0.428727 0.607998 1.108277 1.098698 -0.240877 0.574092 0.900647 1.125452 1.689543 2.651707 2.846971 3.017981 3.459653 2.093318 1.370812 0.220149 0.428727 0.607998 1.108277 1.098698 -0.240877 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.063986 -0.166014 0.652023 1.495807 1.639889 2.015018 2.896027 2.933044 2.944577 3.547677 2.032733 1.295916 0.167428 0.503789 0.662593 1.035885 1.063986 -0.166014 0.652023 1.495807 1.639889 2.015018 2.896027 2.933044 2.944577 3.547677 2.032733 1.295916 0.167428 0.503789 0.662593 1.035885 1.063986 -0.166014 0.652023 1.495807 1.639889 2.015018 2.896027 2.933044 2.944577 3.547677 2.032733 1.295916 0.167428 0.503789 0.662593 1.035885 1.063986 -0.166014 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.070296 -0.174396 0.647578 1.468912 1.602789 1.986876 2.867095 2.923259 2.960517 3.539823 2.045472 1.310771 0.165633 0.506761 0.663197 1.050243 1.070296 -0.174396 0.647578 1.468912 1.602789 1.986876 2.867095 2.923259 2.960517 3.539823 2.045472 1.310771 0.165633 0.506761 0.663197 1.050243 1.070296 -0.174396 0.647578 1.468912 1.602789 1.986876 2.867095 2.923259 2.960517 3.539823 2.045472 1.310771 0.165633 0.506761 0.663197 1.050243 1.070296 -0.174396 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.087240 -0.203668 0.622256 1.292114 1.428377 1.868771 2.762905 2.889323 3.010272 3.506070 2.077779 1.349894 0.175752 0.492517 0.650791 1.087200 1.087240 -0.203668 0.622256 1.292114 1.428377 1.868771 2.762905 2.889323 3.010272 3.506070 2.077779 1.349894 0.175752 0.492517 0.650791 1.087200 1.087240 -0.203668 0.622256 1.292114 1.428377 1.868771 2.762905 2.889323 3.010272 3.506070 2.077779 1.349894 0.175752 0.492517 0.650791 1.087200 1.087240 -0.203668 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -380.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 -20.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 340.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.076298 -0.183354 0.641377 1.428775 1.556754 1.953732 2.834821 2.912735 2.977929 3.530257 2.057331 1.324851 0.166050 0.506407 0.661739 1.063687 1.076298 -0.183354 0.641377 1.428775 1.556754 1.953732 2.834821 2.912735 2.977929 3.530257 2.057331 1.324851 0.166050 0.506407 0.661739 1.063687 1.076298 -0.183354 0.641377 1.428775 1.556754 1.953732 2.834821 2.912735 2.977929 3.530257 2.057331 1.324851 0.166050 0.506407 0.661739 1.063687 1.076298 -0.183354 
