0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.201573 0.182327 0.226623 0.178181 0.087635 -0.073200 -0.237737 -0.302392 -0.414765 -0.681819 -0.471433 -0.274510 -0.221974 -0.233928 -0.164729 1.201573 0.182327 0.226623 0.178181 0.087635 -0.073200 -0.237737 -0.302392 -0.414765 -0.681819 -0.471433 -0.274510 -0.221974 -0.233928 -0.164729 1.201573 0.182327 0.226623 0.178181 0.087635 -0.073200 -0.237737 -0.302392 -0.414765 -0.681819 -0.471433 -0.274510 -0.221974 -0.233928 -0.164729 1.201573 0.182327 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.248571 0.253596 0.205937 0.219031 0.129536 -0.015051 -0.158686 -0.246307 -0.451155 -0.601908 -0.526119 -0.319903 -0.212421 -0.223765 -0.181970 1.248571 0.253596 0.205937 0.219031 0.129536 -0.015051 -0.158686 -0.246307 -0.451155 -0.601908 -0.526119 -0.319903 -0.212421 -0.223765 -0.181970 1.248571 0.253596 0.205937 0.219031 0.129536 -0.015051 -0.158686 -0.246307 -0.451155 -0.601908 -0.526119 -0.319903 -0.212421 -0.223765 -0.181970 1.248571 0.253596 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.172926 0.144038 0.238811 0.134436 0.051579 -0.104602 -0.266323 -0.326013 -0.407100 -0.717970 -0.447639 -0.218428 -0.209151 -0.225691 -0.164436 1.172926 0.144038 0.238811 0.134436 0.051579 -0.104602 -0.266323 -0.326013 -0.407100 -0.717970 -0.447639 -0.218428 -0.209151 -0.225691 -0.164436 1.172926 0.144038 0.238811 0.134436 0.051579 -0.104602 -0.266323 -0.326013 -0.407100 -0.717970 -0.447639 -0.218428 -0.209151 -0.225691 -0.164436 1.172926 0.144038 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.112129 0.073054 0.262964 0.030876 -0.032257 -0.157459 -0.301137 -0.347637 -0.406620 -0.774856 -0.427396 -0.083864 -0.142271 -0.193569 -0.169296 1.112129 0.073054 0.262964 0.030876 -0.032257 -0.157459 -0.301137 -0.347637 -0.406620 -0.774856 -0.427396 -0.083864 -0.142271 -0.193569 -0.169296 1.112129 0.073054 0.262964 0.030876 -0.032257 -0.157459 -0.301137 -0.347637 -0.406620 -0.774856 -0.427396 -0.083864 -0.142271 -0.193569 -0.169296 1.112129 0.073054 
0.000000 -560.000000 -540.000000 -520.000000 -500.000000 -480.000000 -460.000000 -440.000000 -420.000000 -400.000000 -320.000000 -300.000000 -280.000000 -260.000000 -240.000000 -220.000000 -200.000000 -180.000000 -160.000000 -140.000000 -120.000000 -100.000000 -80.000000 -60.000000 -40.000000 40.000000 60.000000 80.000000 100.000000 120.000000 140.000000 160.000000 180.000000 200.000000 220.000000 240.000000 260.000000 280.000000 300.000000 320.000000 400.000000 420.000000 440.000000 460.000000 480.000000 500.000000 520.000000 540.000000 
0.000000 1.034446 -0.000643 0.289742 -0.021349 -0.095461 -0.188447 -0.348740 -0.355043 -0.368822 -0.822167 -0.426552 -0.038641 -0.015365 -0.152507 -0.144033 1.034446 -0.000643 0.289742 -0.021349 -0.095461 -0.188447 -0.348740 -0.355043 -0.368822 -0.822167 -0.426552 -0.038641 -0.015365 -0.152507 -0.144033 1.034446 -0.000643 0.289742 -0.021349 -0.095461 -0.188447 -0.348740 -0.355043 -0.368822 -0.822167 -0.426552 -0.038641 -0.015365 -0.152507 -0.144033 1.034446 -0.000643 
